#Annotated with Bakta (v1.7.0): https://github.com/oschwengers/bakta								
#Database (v5.0): https://doi.org/10.5281/zenodo.4247252								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_30	cds	248	1879	+	KK01_08255	arnT	"PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA"	"COG:COG1807, COG:M, RefSeq:WP_019390230.1, SO:0001217, UniParc:UPI000307676D, UniRef:UniRef100_UPI000307676D, UniRef:UniRef50_C4GH88, UniRef:UniRef90_F5S960"
contig_30	cds	2023	3849	+	KK01_08260	dsbD	Thiol:disulfide interchange protein DsbD	"COG:COG4232, COG:O, EC:1.8.4.16, KEGG:K04084, RefSeq:WP_019390231.1, SO:0001217, UniParc:UPI00031C596C, UniRef:UniRef100_UPI00031C596C, UniRef:UniRef50_Q9JYM0, UniRef:UniRef90_F5S959"
contig_30	cds	4021	5283	-	KK01_08265	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	"COG:COG0766, COG:M, EC:2.5.1.7, KEGG:K00790, RefSeq:WP_038302625.1, SO:0001217, UniParc:UPI00040FA3A3, UniRef:UniRef100_UPI00040FA3A3, UniRef:UniRef50_Q4L7Y1, UniRef:UniRef90_F5S958"
contig_30	cds	5489	7543	+	KK01_08270	spy	"putative O-linked N-acetylglucosamine transferase, SPINDLY family"	"COG:COG3914, COG:O, SO:0001217, UniRef:UniRef50_B3H2N2, UniRef:UniRef90_F5S957"
contig_30	cds	7763	8461	+	KK01_08275	ispD	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	"COG:COG1211, COG:I, RefSeq:WP_003791900.1, SO:0001217, UniParc:UPI0002586920, UniRef:UniRef100_UPI0002586920, UniRef:UniRef50_F5S956, UniRef:UniRef90_F5S956"
contig_30	cds	8509	9741	+	KK01_08280	dgt	deoxyguanosinetriphosphate triphosphohydrolase	"COG:COG0232, COG:F, EC:3.1.5.1, KEGG:K01129, SO:0001217, UniRef:UniRef50_G4CJ59, UniRef:UniRef90_F5S955"
contig_30	tRNA	9864	9940	+	KK01_08285	trnR	tRNA-Arg(acg)	SO:0001036
contig_30	tRNA	9958	10032	+	KK01_08290	trnE	tRNA-Glu(ttc)	SO:0000259
contig_30	cds	10096	10719	-	KK01_08295	elyC	DUF218 domain-containing protein	"COG:COG1434, COG:M, RefSeq:WP_003788506.1, SO:0001217, UniParc:UPI00020C78B0, UniRef:UniRef100_F5S953, UniRef:UniRef50_G4CLX0, UniRef:UniRef90_F5S953"
contig_30	cds	10721	11068	-	KK01_08300	arsC	arsenate reductase (glutaredoxin)	"COG:COG1393, COG:P, SO:0001217, UniRef:UniRef50_F5S952, UniRef:UniRef90_F5S952"
contig_30	cds	11227	12612	+	KK01_08305	zipA	Cell division protein ZipA	"RefSeq:WP_019390237.1, SO:0001217, UniParc:UPI0002DF130F, UniRef:UniRef100_UPI0002DF130F, UniRef:UniRef50_G4CKW0, UniRef:UniRef90_F5S951"
contig_30	cds	13017	14531	+	KK01_08310	yocR	"Na+-dependent transporter, SNF family"	"COG:COG0733, COG:R, RefSeq:WP_019390238.1, SO:0001217, UniParc:UPI0002F9418D, UniRef:UniRef100_UPI0002F9418D, UniRef:UniRef50_P44849, UniRef:UniRef90_F5S949"
contig_30	cds	14524	14631	+	KK01_08315		Methionine/alanine import family NSS transporter small subunit	"SO:0001217, UniRef:UniRef50_V7IFW2"
contig_30	cds	14723	15448	+	KK01_08320		J domain-containing protein	"RefSeq:WP_019390240.1, SO:0001217, UniParc:UPI00030F312A, UniRef:UniRef100_UPI00030F312A, UniRef:UniRef50_F5S948, UniRef:UniRef90_F5S948"
contig_30	cds	15502	15657	-	KK01_08325	rpmG	50S ribosomal protein L33	"COG:COG0267, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_002642891.1, SO:0001217, UniParc:UPI0001D09DE7, UniRef:UniRef100_F5S947, UniRef:UniRef50_Q82UL7, UniRef:UniRef90_Q5F683"
contig_30	cds	15675	15911	-	KK01_08330	rpmB	50S ribosomal protein L28	"COG:COG0227, COG:J, RefSeq:WP_003788491.1, SO:0001217, UniParc:UPI00020C78AA, UniRef:UniRef100_F5S946, UniRef:UniRef50_B6J5S6, UniRef:UniRef90_A0A0B5CFV1"
contig_30	cds	16129	16821	-	KK01_08335		"Uncharacterized conserved protein MJ1445, calcineurin-like phosphoesterase superfamily"	"COG:COG4186, COG:R, SO:0001217, UniRef:UniRef50_C8NAE5, UniRef:UniRef90_F5S945"
contig_30	cds	17285	17728	+	KK01_08340	mod	Adenine specific DNA methylase Mod	"COG:COG2189, COG:L, SO:0001217, UniRef:UniRef50_A0A125WD81, UniRef:UniRef90_F0EXM6"
contig_30	cds	18061	19419	+	KK01_08345		site-specific DNA-methyltransferase	"SO:0001217, UniRef:UniRef50_C6EQX4, UniRef:UniRef90_UPI00068362B9"
contig_30	cds	19409	21076	+	KK01_08350		DEAD/DEAH box helicase family protein	"EC:3.1.21.5, KEGG:K01156, SO:0001217, UniRef:UniRef50_A0A662QMP9, UniRef:UniRef90_UPI00138AFFD0"
contig_31	tRNA	445	534	-	KK01_08355	trnL	tRNA-Leu(taa)	SO:0000264
contig_31	tRNA	563	636	-	KK01_08360	trnC	tRNA-Cys(gca)	SO:0000258
contig_31	tRNA	682	757	-	KK01_08365	trnG	tRNA-Gly(gcc)	SO:0000260
contig_31	tRNA	778	853	-	KK01_08370	trnG	tRNA-Gly(gcc)	SO:0000260
contig_31	tRNA	878	953	-	KK01_08375	trnG	tRNA-Gly(gcc)	SO:0000260
contig_31	cds	1033	1593	-	KK01_08380	pgsA	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	"COG:COG0558, COG:I, RefSeq:WP_026036373.1, SO:0001217, UniParc:UPI0004746F20, UniRef:UniRef100_F5S6G1, UniRef:UniRef50_W0V4S8, UniRef:UniRef90_F5S6G1"
contig_31	cds	1678	3780	-	KK01_08385	lysM	LysM peptidoglycan-binding domain-containing protein	"SO:0001217, UniRef:UniRef50_F0EYL2, UniRef:UniRef90_UPI00041A10DF"
contig_31	cds	4000	6501	-	KK01_08390	fimV	T2SS-T3SS-pil-N domain-containing protein	"SO:0001217, UniRef:UniRef50_F5S6F7, UniRef:UniRef90_F5S6F7"
contig_31	cds	6838	7482	+	KK01_08395	adk	adenylate kinase	"RefSeq:WP_019390365.1, SO:0001217, UniParc:UPI0003190DA3, UniRef:UniRef100_UPI0003190DA3, UniRef:UniRef50_P0A0U7, UniRef:UniRef90_A0A238HG22"
contig_31	cds	7565	8137	+	KK01_08400		CNP1 family protein	"RefSeq:WP_019390366.1, SO:0001217, UniParc:UPI0003728272, UniRef:UniRef100_UPI0003728272, UniRef:UniRef50_F5S6F4, UniRef:UniRef90_F5S6F4"
contig_31	cds	8646	9413	+	KK01_08405	glpC	"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF"	"COG:C, COG:COG0247, RefSeq:WP_003786276.1, SO:0001217, UniParc:UPI00020C6DA2, UniRef:UniRef100_F5S6F2, UniRef:UniRef50_V9HJX0, UniRef:UniRef90_V7IEC3"
contig_31	cds	9410	10108	+	KK01_08410	lutC	"L-lactate utilization protein LutC, contains LUD domain"	"COG:C, COG:COG1556, RefSeq:WP_003790791.1, SO:0001217, UniParc:UPI0002585A4E, UniRef:UniRef100_UPI0002585A4E, UniRef:UniRef50_F5S6F1, UniRef:UniRef90_F5S6F1"
contig_31	cds	10105	11556	+	KK01_08415	lutB	LutB/LldF family L-lactate oxidation iron-sulfur protein	"COG:C, COG:COG1139, KEGG:K18929, SO:0001217, UniRef:UniRef50_A0A1W6K721, UniRef:UniRef90_UPI000409694B"
contig_31	cds	11696	13339	+	KK01_08420	lldP	L-lactate permease	"COG:C, COG:COG1620, KEGG:K03303, RefSeq:WP_019390368.1, SO:0001217, UniParc:UPI0002F634EB, UniRef:UniRef100_UPI0002F634EB, UniRef:UniRef50_P33231, UniRef:UniRef90_F5S6E9"
contig_31	cds	13463	14260	-	KK01_08425	hisJ	"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	"COG:COG0834, COG:ET, RefSeq:WP_003786266.1, SO:0001217, UniParc:UPI00020C6D9E, UniRef:UniRef100_F5S6E8, UniRef:UniRef50_A0A238HFP2, UniRef:UniRef90_F5S6E8"
contig_31	cds	14440	15735	+	KK01_08430	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	"COG:COG0128, COG:E, RefSeq:WP_019390369.1, SO:0001217, UniParc:UPI00030EDA3B, UniRef:UniRef100_UPI00030EDA3B, UniRef:UniRef50_Q9JYU1, UniRef:UniRef90_F5S6E7"
contig_31	cds	15874	16908	+	KK01_08435		"ABC-type uncharacterized transport system, periplasmic component"	"COG:COG2984, COG:R, KEGG:K01989, RefSeq:WP_019390370.1, SO:0001217, UniParc:UPI000319A53D, UniRef:UniRef100_UPI000319A53D, UniRef:UniRef50_B9Z1J1, UniRef:UniRef90_F5S6E6"
contig_31	cds	17009	19132	+	KK01_08440		TPR-REGION domain-containing protein	"SO:0001217, UniRef:UniRef50_F5S6E5, UniRef:UniRef90_F5S6E5"
contig_31	cds	19344	19943	+	KK01_08445	lolB	"Outer membrane lipoprotein LolB, involved in outer membrane biogenesis"	"COG:COG3017, COG:M, KEGG:K02494, SO:0001217, UniRef:UniRef50_A0A376BN22, UniRef:UniRef90_F5S6E3"
contig_31	cds	19955	20809	+	KK01_08450	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	"COG:COG1947, COG:I, EC:2.7.1.148, KEGG:K00919, RefSeq:WP_038307498.1, SO:0001217, UniParc:UPI000416E5F4, UniRef:UniRef100_UPI000416E5F4, UniRef:UniRef50_Q9JZW4, UniRef:UniRef90_F5S6E2"
contig_31	tRNA	20894	20970	+	KK01_08455	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_31	tRNA	20984	21060	+	KK01_08460	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_32	cds	21	572	+	KK01_08465		Transposase	"RefSeq:WP_166503134.1, SO:0001217, UniParc:UPI0014126826, UniRef:UniRef100_UPI0014126826, UniRef:UniRef50_C8N9L3, UniRef:UniRef90_F5SA60"
contig_32	cds	763	1665	-	KK01_08470	rarD	EamA family transporter RarD	"COG:COG2962, COG:R, KEGG:K05786, RefSeq:WP_003788469.1, SO:0001217, UniParc:UPI00020C7519, UniRef:UniRef100_F5S934, UniRef:UniRef50_F5S934, UniRef:UniRef90_F5S934"
contig_32	cds	1821	2621	+	KK01_08475	suhB	"Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family"	"COG:COG0483, COG:G, EC:3.1.3.25, KEGG:K01092, RefSeq:WP_003791853.1, SO:0001217, UniParc:UPI000258658C, UniRef:UniRef100_UPI000258658C, UniRef:UniRef50_Q9JZ07, UniRef:UniRef90_F5S932"
contig_32	cds	2712	3419	+	KK01_08480		putative secreted (periplasmic) protein	"COG:COG3471, COG:S, KEGG:K09807, RefSeq:WP_019390228.1, SO:0001217, UniParc:UPI000312EBAA, UniRef:UniRef100_UPI000312EBAA, UniRef:UniRef50_F5S931, UniRef:UniRef90_F5S931"
contig_32	cds	3457	4410	+	KK01_08485	rfaE1	"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase"	"COG:COG2870, COG:M, RefSeq:WP_003788461.1, SO:0001217, UniParc:UPI00020C7515, UniRef:UniRef100_F5S930, UniRef:UniRef50_F2BCY9, UniRef:UniRef90_F5S930"
contig_32	cds	4430	4771	+	KK01_08490	mmcQ	MmcQ family protein	"RefSeq:WP_003788459.1, SO:0001217, UniParc:UPI00020C7514, UniRef:UniRef100_F5S929, UniRef:UniRef50_F5S929, UniRef:UniRef90_F5S929"
contig_32	cds	4800	5801	+	KK01_08495	rfaD	ADP-glyceromanno-heptose 6-epimerase	"COG:COG0451, COG:M, EC:5.1.3.20, KEGG:K03274, RefSeq:WP_003788457.1, SO:0001217, UniParc:UPI00020C7513, UniRef:UniRef100_F5S928, UniRef:UniRef50_Q9JQX8, UniRef:UniRef90_F5S928"
contig_32	cds	6000	7523	+	KK01_08500	ttdA	"Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain"	"COG:C, COG:COG1951, RefSeq:WP_019390227.1, SO:0001217, UniParc:UPI0002DF4AB3, UniRef:UniRef100_UPI0002DF4AB3, UniRef:UniRef50_A0A5S9PYI6, UniRef:UniRef90_F5S926"
contig_32	cds	7609	8247	+	KK01_08505	gloB	"Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II"	"COG:COG0491, COG:R, EC:3.1.2.6, KEGG:K01069, RefSeq:WP_003788451.1, SO:0001217, UniParc:UPI00020C7510, UniRef:UniRef100_F5S925, UniRef:UniRef50_S3MQY6, UniRef:UniRef90_F5S925"
contig_32	cds	8392	8604	+	KK01_08510		Surface antigen	"RefSeq:WP_003791841.1, SO:0001217, UniParc:UPI0002586586, UniRef:UniRef100_F5S924, UniRef:UniRef50_F5S924, UniRef:UniRef90_F5S924"
contig_32	cds	8781	10451	-	KK01_08515	yidC	membrane protein insertase YidC	"COG:COG0706, COG:M, KEGG:K03217, RefSeq:WP_154700036.1, SO:0001217, UniParc:UPI000DFB324A, UniRef:UniRef100_UPI000DFB324A, UniRef:UniRef50_Q9JXS4, UniRef:UniRef90_F5S923"
contig_32	cds	10473	10682	-	KK01_08520	yidD	membrane protein insertion efficiency factor YidD	"COG:COG0759, COG:M, KEGG:K08998, RefSeq:WP_019390225.1, SO:0001217, UniParc:UPI0002FA40C5, UniRef:UniRef100_UPI0002FA40C5, UniRef:UniRef50_A0LE50, UniRef:UniRef90_F5S922"
contig_32	cds	10750	11091	-	KK01_08525	rnpA	ribonuclease P protein component	"COG:COG0594, COG:J, EC:3.1.26.5, KEGG:K03536, RefSeq:WP_003788442.1, SO:0001217, UniParc:UPI00020C750C, UniRef:UniRef100_F5S921, UniRef:UniRef50_Q9JXS6, UniRef:UniRef90_F5S921"
contig_32	cds	11095	11229	-	KK01_08530	rpmH	50S ribosomal protein L34	"GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_002214728.1, SO:0001217, UniParc:UPI0000133FC0, UniRef:UniRef100_Q5F4W2, UniRef:UniRef50_Q5F4W2, UniRef:UniRef90_Q5F4W2"
contig_32	cds	11379	12227	-	KK01_08535	hflC	"Regulator of protease activity HflC, stomatin/prohibitin superfamily"	"COG:COG0330, COG:O, RefSeq:WP_003788439.1, SO:0001217, UniParc:UPI00020C750B, UniRef:UniRef100_F5S919, UniRef:UniRef50_A5EXN6, UniRef:UniRef90_F5S919"
contig_32	cds	12260	14014	+	KK01_08540	dnaA	chromosomal replication initiator protein DnaA	"COG:COG0593, COG:L, KEGG:K02313, SO:0001217, UniRef:UniRef50_Q9JXS7, UniRef:UniRef90_F5S918"
contig_32	cds	14034	15137	+	KK01_08545	dnaN	DNA polymerase III subunit beta	"COG:COG0592, COG:L, EC:2.7.7.7, KEGG:K02338, RefSeq:WP_019390223.1, SO:0001217, UniParc:UPI0003194E9C, UniRef:UniRef100_UPI0003194E9C, UniRef:UniRef50_D4DLU6, UniRef:UniRef90_F5S917"
contig_32	cds	15223	15549	-	KK01_08550	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	"COG:COG0545, COG:O, RefSeq:WP_003791828.1, SO:0001217, UniParc:UPI000258657F, UniRef:UniRef100_UPI000258657F, UniRef:UniRef50_F5S916, UniRef:UniRef90_F5S916"
contig_32	cds	15665	16606	+	KK01_08555	ldhA	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	"COG:CHR, COG:COG1052, SO:0001217, UniRef:UniRef50_A0A3S4HQK0, UniRef:UniRef90_F5S915"
contig_32	cds	16689	16937	-	KK01_08560		Transcriptional regulator	"SO:0001217, UniRef:UniRef50_F5S914, UniRef:UniRef90_F5S914"
contig_32	cds	16919	17101	-	KK01_08565		XRE family transcriptional regulator	"RefSeq:WP_003788428.1, SO:0001217, UniParc:UPI00020C7505, UniRef:UniRef100_F5S913, UniRef:UniRef50_F5S913, UniRef:UniRef90_F5S913"
contig_32	cds	17249	17464	+	KK01_08570		Lipoprotein	"SO:0001217, UniRef:UniRef50_F5S912, UniRef:UniRef90_F5S912"
contig_32	cds	17712	18527	-	KK01_08575	apaH	symmetrical bis(5'-nucleosyl)-tetraphosphatase	"RefSeq:WP_042949090.1, SO:0001217, UniParc:UPI000412424A, UniRef:UniRef100_UPI000412424A, UniRef:UniRef50_Q5FA03, UniRef:UniRef90_F5S911"
contig_32	cds	18712	20502	+	KK01_08580	pepP	Xaa-Pro aminopeptidase	"COG:COG0006, COG:E, EC:3.4.11.9, KEGG:K01262, SO:0001217, UniRef:UniRef50_A0A2X1GRY2, UniRef:UniRef90_F5S910"
contig_33	cds	100	216	+	KK01_08585		hypothetical protein	
contig_33	cds	276	449	+	KK01_08590		XRE family transcriptional regulator	"SO:0001217, UniRef:UniRef50_C4GI49, UniRef:UniRef90_F5S8Y0"
contig_33	tRNA	513	598	-	KK01_08595	trnL	tRNA-Leu(caa)	SO:0000264
contig_33	cds	862	1299	+	KK01_08600	rimP	ribosome maturation factor RimP	"COG:COG0779, COG:J, RefSeq:WP_038302588.1, SO:0001217, UniParc:UPI000412A89A, UniRef:UniRef100_UPI000412A89A, UniRef:UniRef50_A0A1G5SDB2, UniRef:UniRef90_UPI000412A89A"
contig_33	cds	1389	2888	+	KK01_08605	nusA	"Transcription antitermination factor NusA, contains S1 and KH domains"	"COG:COG0195, COG:K, RefSeq:WP_060536898.1, SO:0001217, UniParc:UPI0007062407, UniRef:UniRef100_UPI0007062407, UniRef:UniRef50_A0A378UFK2, UniRef:UniRef90_F5S8Y2"
contig_33	cds	2901	5732	+	KK01_08610	infB	translation initiation factor IF-2	"COG:COG0532, COG:J, RefSeq:WP_019390117.1, SO:0001217, UniParc:UPI0003058977, UniRef:UniRef100_UPI0003058977, UniRef:UniRef50_Q9JYD2, UniRef:UniRef90_F5S8Y3"
contig_33	cds	5943	7565	+	KK01_08615	opgE	"Phosphoethanolamine transferase for periplasmic glucans OpgE, AlkP superfamily"	"COG:COG2194, COG:M, EC:2.7.8.43, KEGG:K03760, RefSeq:WP_026036350.1, SO:0001217, UniParc:UPI0002DC7EA9, UniRef:UniRef100_UPI0002DC7EA9, UniRef:UniRef50_E7RZ89, UniRef:UniRef90_F5S8Y4"
contig_33	cds	7580	8023	+	KK01_08620		VIT family protein	"SO:0001217, UniRef:UniRef50_F5S8Y5, UniRef:UniRef90_F5S8Y5"
contig_33	cds	8413	8520	+	KK01_08625		hypothetical protein	
contig_33	cds	8590	9069	-	KK01_08630		Metalloprotease	"SO:0001217, UniRef:UniRef50_A0A1U7CQS1"
contig_33	cds	9014	9220	-	KK01_08635		neutral zinc metallopeptidase	"SO:0001217, UniRef:UniRef50_UPI000407BA61"
contig_33	cds	9409	10206	-	KK01_08640	hisJ	"ABC-type amino acid transport/signal transduction system, periplasmic component/domain"	"COG:COG0834, COG:ET, SO:0001217, UniRef:UniRef50_A0A238T892, UniRef:UniRef90_A0A238T892"
contig_33	cds	10236	10901	-	KK01_08645	yceI	YceI domain-containing protein	"RefSeq:WP_019390122.1, SO:0001217, UniParc:UPI0002F2A099, UniRef:UniRef100_UPI0002F2A099, UniRef:UniRef50_F5S8Z0, UniRef:UniRef90_F5S8Z0"
contig_33	tRNA	11078	11153	-	KK01_08650	trnF	tRNA-Phe(gaa)	SO:0000267
contig_33	cds	11270	11635	-	KK01_08655		"putative regulator of Ras-like GTPase activity, Roadblock/LC7/MglB family"	"COG:COG2018, COG:T, KEGG:K07131, RefSeq:WP_003788385.1, SO:0001217, UniParc:UPI00020C71C5, UniRef:UniRef100_F5S8Z1, UniRef:UniRef50_F5S8Z1, UniRef:UniRef90_F5S8Z1"
contig_33	cds	11654	12313	-	KK01_08660		M23/M37 peptidase domain protein	"RefSeq:WP_003788387.1, SO:0001217, UniParc:UPI00020C71C6, UniRef:UniRef100_F5S8Z2, UniRef:UniRef50_C6SIM9, UniRef:UniRef90_F5S8Z2"
contig_33	cds	12315	12854	-	KK01_08665	srp102	"Signal recognition particle receptor subunit beta, a GTPase"	"COG:COG2229, COG:U, SO:0001217, UniParc:UPI00020C71C7, UniRef:UniRef100_F5S8Z3, UniRef:UniRef50_G4CSW0, UniRef:UniRef90_V9HJV6"
contig_33	cds	12870	14009	-	KK01_08670		Glycogen/starch/alpha-glucan phosphorylase	"RefSeq:WP_019390123.1, SO:0001217, UniParc:UPI00036E88B3, UniRef:UniRef100_UPI00036E88B3, UniRef:UniRef50_V9HL05, UniRef:UniRef90_F5S8Z4"
contig_33	cds	14015	15457	-	KK01_08675		TPR-REGION domain-containing protein	"RefSeq:WP_019390124.1, SO:0001217, UniParc:UPI000362A435, UniRef:UniRef100_UPI000362A435, UniRef:UniRef50_A0A376BMB2, UniRef:UniRef90_F5S8Z5"
contig_33	cds	15673	16002	+	KK01_08680		Phenylacetate-CoA ligase	"RefSeq:WP_003791787.1, SO:0001217, UniParc:UPI000258603F, UniRef:UniRef100_UPI000258603F, UniRef:UniRef50_F5S8Z6, UniRef:UniRef90_F5S8Z6"
contig_33	cds	16003	16461	-	KK01_08685		DUF6314 domain-containing protein	"SO:0001217, UniRef:UniRef50_F5S8Z7, UniRef:UniRef90_F5S8Z7"
contig_33	cds	16501	17067	-	KK01_08690	bioY	Biotin transporter BioY	"COG:COG1268, COG:H, KEGG:K03523, RefSeq:WP_019390126.1, SO:0001217, UniParc:UPI0002DC0EBB, UniRef:UniRef100_UPI0002DC0EBB, UniRef:UniRef50_F5S8Z8, UniRef:UniRef90_F5S8Z8"
contig_33	cds	17152	17679	-	KK01_08695	yncB	"Endonuclease YncB, thermonuclease family"	"COG:COG1525, COG:L, RefSeq:WP_230311270.1, SO:0001217, UniParc:UPI000705E508, UniRef:UniRef100_UPI000705E508, UniRef:UniRef50_A0A238HGT3, UniRef:UniRef90_F5S8Z9"
contig_33	cds	17763	18221	-	KK01_08700	yciA	Acyl-CoA hydrolase	"COG:COG1607, COG:I, RefSeq:WP_019390128.1, SO:0001217, UniParc:UPI00030E8730, UniRef:UniRef100_UPI00030E8730, UniRef:UniRef50_A0A3D8IUW6, UniRef:UniRef90_F5S900"
contig_33	cds	18224	18538	-	KK01_08705		Signal peptide protein	"RefSeq:WP_230470871.1, SO:0001217, UniParc:UPI0002E3A698, UniRef:UniRef100_UPI000401AE0E, UniRef:UniRef50_F5S901, UniRef:UniRef90_F5S901"
contig_33	cds	18543	18746	-	KK01_08710		hypothetical protein	"RefSeq:WP_019390130.1, SO:0001217, UniParc:UPI0003117877, UniRef:UniRef100_UPI0003117877, UniRef:UniRef50_UPI0003117877, UniRef:UniRef90_UPI0003117877"
contig_33	cds	18797	20221	-	KK01_08715	cysS	cysteine--tRNA ligase	"COG:COG0215, COG:J, RefSeq:WP_019390131.1, SO:0001217, UniParc:UPI0002ECAF69, UniRef:UniRef100_UPI0002ECAF69, UniRef:UniRef50_Q7MLR5, UniRef:UniRef90_F5S902"
contig_34	cds	156	773	-	KK01_08720	yIH1	"Putative translation regulator, IMPACT (imprinted ancient) protein family"	"COG:COG1739, COG:R, RefSeq:WP_019390340.1, SO:0001217, UniParc:UPI0002ECDC74, UniRef:UniRef100_UPI0002ECDC74, UniRef:UniRef50_A0A125WG89, UniRef:UniRef90_F5S9Q9"
contig_34	cds	813	1169	-	KK01_08725		Low specificity L-threonine aldolase	"SO:0001217, UniRef:UniRef50_A0A166HPX1"
contig_34	cds	1176	1787	-	KK01_08730		beta-eliminating lyase-related protein	"EC:4.1.2.48, KEGG:K01620, SO:0001217, UniRef:UniRef50_UPI0004097339, UniRef:UniRef90_UPI001E635E82"
contig_34	cds	2022	2960	-	KK01_08735	fixB	"Electron transfer flavoprotein, alpha subunit FixB"	"COG:C, COG:COG2025, KEGG:K03522, RefSeq:WP_019390338.1, SO:0001217, UniParc:UPI0002FA52B2, UniRef:UniRef100_UPI0002FA52B2, UniRef:UniRef50_V7IBP7, UniRef:UniRef90_F5S9R1"
contig_34	cds	2972	3718	-	KK01_08740	fixA	"Electron transfer flavoprotein, alpha and beta subunits"	"COG:C, COG:COG2086, KEGG:K03521, RefSeq:WP_019390337.1, SO:0001217, UniParc:UPI0002E978FA, UniRef:UniRef100_UPI0002E978FA, UniRef:UniRef50_A0A6A5KUU1, UniRef:UniRef90_F5S9R2"
contig_34	cds	3835	4095	-	KK01_08745		DUF3079 domain-containing protein	"RefSeq:WP_003792064.1, SO:0001217, UniParc:UPI0002584649, UniRef:UniRef100_F5S9R3, UniRef:UniRef50_D4DV84, UniRef:UniRef90_F5S9R3"
contig_34	cds	4287	5738	+	KK01_08750	gnd	decarboxylating NADP(+)-dependent phosphogluconate dehydrogenase	"COG:COG0362, COG:G, SO:0001217, UniRef:UniRef50_P38720, UniRef:UniRef90_F5S9R5"
contig_34	cds	5824	6750	-	KK01_08755	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	"COG:COG0774, COG:M, RefSeq:WP_019390335.1, SO:0001217, UniParc:UPI000368D4EE, UniRef:UniRef100_UPI000368D4EE, UniRef:UniRef50_B3R6V2, UniRef:UniRef90_F5S9R6"
contig_34	cds	7134	8138	+	KK01_08760	gap	type I glyceraldehyde-3-phosphate dehydrogenase	"COG:COG0057, COG:G, RefSeq:WP_019390334.1, SO:0001217, UniParc:UPI0002E53FFE, UniRef:UniRef100_UPI0002E53FFE, UniRef:UniRef50_A0A8C5IGY9, UniRef:UniRef90_F5S9R7"
contig_34	cds	8488	9867	-	KK01_08765	mnmE	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE	"COG:COG0486, COG:J, RefSeq:WP_019390333.1, SO:0001217, UniParc:UPI0002F19AFB, UniRef:UniRef100_UPI0002F19AFB, UniRef:UniRef50_Q9JXL4, UniRef:UniRef90_F5S9R9"
contig_34	cds	9978	10535	+	KK01_08770	lomR	Opacity protein LomR and related surface antigens	"COG:COG3637, COG:M, RefSeq:WP_003788155.1, SO:0001217, UniParc:UPI00020C6A45, UniRef:UniRef100_F5S9S0, UniRef:UniRef50_F5S9S0, UniRef:UniRef90_F5S9S0"
contig_34	cds	10615	11301	+	KK01_08775	tsaA	tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO	"COG:COG1720, COG:J, EC:2.1.1.-, KEGG:K22900, RefSeq:WP_019390332.1, SO:0001217, UniParc:UPI00037BF7C8, UniRef:UniRef100_UPI00037BF7C8, UniRef:UniRef50_A0A238TA49, UniRef:UniRef90_F5S9S1"
contig_34	cds	11447	12634	+	KK01_08780	dprA	DNA-processing protein DprA	"COG:COG0758, COG:L, KEGG:K04096, RefSeq:WP_003792052.1, SO:0001217, UniParc:UPI0002584644, UniRef:UniRef100_UPI0002584644, UniRef:UniRef50_C4GKE4, UniRef:UniRef90_F5S9S2"
contig_34	cds	12975	13202	+	KK01_08785	xseB	exodeoxyribonuclease VII small subunit	"COG:COG1722, COG:L, RefSeq:WP_003788162.1, SO:0001217, UniParc:UPI00020C6A48, UniRef:UniRef100_F5S9S3, UniRef:UniRef50_V9H812, UniRef:UniRef90_F5S9S3"
contig_34	cds	13195	14082	+	KK01_08790	ispA	Geranylgeranyl pyrophosphate synthase	"COG:COG0142, COG:H, RefSeq:WP_019390331.1, SO:0001217, UniParc:UPI00031A4966, UniRef:UniRef100_UPI00031A4966, UniRef:UniRef50_A0A3G9GLI1, UniRef:UniRef90_F5S9S4"
